featureid	Description	Intercept	up_in_il
k99_2438742_1	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:114	0.349271309	0.284095483
P02766	Human	0.462876809	0.284068765
G000165735	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera micronuciformis	-2.468236434	0.284005063
k99_10292604_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.360108149	0.283445166
MTB_feature_1050	unclassified	1.118052971	0.283279954
G000765215	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium sp. ER2	1.4125898	0.282993564
k99_3705522_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	-0.142909276	0.282846944
G001418465	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces kanamyceticus	-1.679984558	0.282838656
MTB_feature_136	#N/A	3.485420686	0.282252269
k99_464862_1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium dentium	-0.439765918	0.28224981
k99_3759536_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__uncultured Roseburia sp.	0.030126822	0.282234447
G001553215	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas somerae	-2.28243016	0.2818499
G001486165	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Bittarella;s__Bittarella massiliensis	0.86760546	0.281794632
k99_3717151_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__Subdoligranulum variabile	0.041332972	0.281763656
k99_4736949_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.120756638	0.281750633
k99_347790_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	0.248658907	0.281667126
ASV_Feature_109	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__putredinis	4.000321311	0.281588735
k99_3525155_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:37_48_57	-0.262750614	0.280349517
G001461035	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetivibrio;s__Acetivibrio ethanolgignens	1.128650439	0.280252745
MTB_feature_487	#N/A	1.313652766	0.279746799
k99_7154511_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia inulinivorans	-0.152932155	0.279475847
k99_4055623_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia massiliensis	-0.075189817	0.278708099
G000221605	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp. oral taxon 780	-3.263296115	0.278346164
k99_5961097_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Hungatella; s__Hungatella hathewayi	0.374951613	0.276438495
k99_5311753_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	-0.332768428	0.275940308
MTB_feature_483	unclassified	1.233593237	0.275842326
G000431875	k__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__Firmicutes bacterium CAG:24	4.44218607	0.275463535
k99_8078337_13	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides vulgatus	1.104002726	0.27478507
G000315485	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	3.545596897	0.274271781
k99_1285217_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia intestinalis	-0.15572046	0.273996012
k99_9407953_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__Clostridiales bacterium 42_27	0.170720828	0.273621285
G000160535	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bergensis	-0.74223851	0.273277836
P60842	Human	0.21898247	0.273263427
k99_151265_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia intestinalis	0.466122162	0.273091367
k99_976737_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	-0.065859783	0.271929117
MTB_feature_286	#N/A	2.973106754	0.271787545
MTB_feature_736	"1,2-aminoalcohols"	1.228106511	0.27037322
k99_2006141_1	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:114	0.282815707	0.270242957
k99_5024396_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	-0.242879856	0.270236669
MTB_feature_147	unclassified	2.65712626	0.270115921
G900104675	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella massiliensis	2.508567345	0.268841194
k99_2110205_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__Dorea longicatena	0.140726101	0.268265063
G000380065	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus massiliensis	-3.722517478	0.268014109
G900089075	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Vaginella;s__Vaginella massiliensis	-2.304580676	0.267211871
k99_88041_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	0.061433089	0.266603714
k99_10545560_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides plebeius	0.600367558	0.266269242
k99_80309_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus	0.095467341	0.265828891
k99_365400_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia hominis	0.016280425	0.264247077
k99_8554497_1	unknown	0.290363085	0.264112936
G900104665	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Traorella;s__Traorella massiliensis	1.437263501	0.263277629
k99_8978237_5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium sp. CAG:251	-0.394795406	0.26223276
MTB_feature_661	unclassified	1.734093201	0.261955576
k99_9914569_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__Subdoligranulum variabile	-0.128528583	0.261414336
P14618	Human	-0.445549953	0.260818409
k99_2450487_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. BR31	0.629205477	0.260311017
k99_2162572_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	-0.182341802	0.260017114
k99_3422329_2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides sp. 3_1_19	0.17767216	0.259438524
k99_3223211_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Criibacterium; s__Criibacterium bergeronii	0.007699025	0.258787626
k99_8017354_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	-0.129388559	0.258356141
P08236	Human	0.62168361	0.257500948
G900142495	k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp. UWOV1	-2.186272609	0.257137815
k99_8172466_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] torques	0.566931498	0.256943571
k99_398829_5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.189833176	0.25578806
A0A1B0GW23	Human	0.431412947	0.255530575
k99_615269_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides stercoris	0.581291449	0.254905822
P12532	Human	0.843156111	0.252008887
G000007785	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	-0.426098096	0.251992168
G000812025	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thermotolerans	-2.973944652	0.251647146
k99_3593891_13	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus	0.060132754	0.251466775
k99_2120042_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	0.043595326	0.247911299
G000426565	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella albensis	-2.407809722	0.247628728
k99_5044527_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Tyzzerella; s__Tyzzerella sp. Marseille-P3062	0.00675441	0.247586364
G000335475	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Archangiaceae;g__Cystobacter;s__Cystobacter fuscus	-3.621986377	0.245897593
k99_9735881_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia wexlerae	0.059612763	0.245872403
G000439065	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella intermedia	-2.90254401	0.245443435
k99_7032896_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.356291544	0.245425003
k99_1727257_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__[Eubacterium] hallii	0.133487237	0.245053785
MTB_feature_1178	#N/A	1.69151355	0.242499033
G000423925	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp. VCD2006	-3.423723686	0.24238685
k99_4551239_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	-0.099157798	0.242322253
k99_7281498_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.185859907	0.241764309
k99_573715_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__Coprococcus comes	-0.044953334	0.240069257
k99_7221512_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__Subdoligranulum sp. 60_17	-0.404917943	0.239818746
P53634	Human	0.373572838	0.239271479
k99_4157543_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__uncultured Eubacterium sp.	0.244652283	0.239146629
k99_550494_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__uncultured Clostridium sp.	0.416498196	0.239095675
E7ER45	Human	0.349566472	0.238765562
P22748	Human	-0.123962867	0.238706598
k99_5861937_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured Ruminococcus sp.	0.183672917	0.238553459
k99_9270141_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__Subdoligranulum sp. 60_17	0.008017075	0.238515774
k99_2367301_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Romboutsia; s__Romboutsia timonensis	-0.081193197	0.238304386
k99_3587753_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__uncultured Eubacterium sp.	0.341032755	0.237615155
O00754	Human	0.498805773	0.237035671
G001305135	k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__;s__Clostridia bacterium UC5.1-1D1	2.174136651	0.236620309
G000686965	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp. AE2005	-2.859758365	0.23627496
Q9Y6R7	Human	0.491609824	0.236134606
k99_1650428_1	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:114	0.268930209	0.235891389
MTB_feature_315	unclassified	1.815979493	0.2352241
MTB_feature_2593	#N/A	0.510776532	0.235098774
k99_5557423_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.203453767	0.234797174
k99_5336801_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia wexlerae	0.091194165	0.234792309
P16233	Human	0.659898531	0.234790044
G000424205	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium cadaveris	-2.230004775	0.234731788
k99_558919_4	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:114	0.672167075	0.234456258
k99_282504_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.162942183	0.234417575
k99_120536_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	0.009854329	0.234333092
k99_9215317_1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium dentium	-0.153968084	0.233777003
k99_89991_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__Dorea longicatena	0.333890212	0.233742284
k99_1746314_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__Dorea longicatena	-0.128766048	0.233419234
G000519165	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella intermedia	-2.862210262	0.232151451
P04432	Human	0.642554295	0.232123831
k99_2913394_1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium dentium	-0.531128395	0.231332714
k99_3601126_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	0.245238078	0.230665648
P05154	Human	0.647623313	0.230633536
k99_3840960_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.50208689	0.230100835
G000613345	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella disiens	0.274739993	0.229599798
G900116785	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium pyruvativorans	-2.623628128	0.229192304
MTB_feature_267	#N/A	2.011733306	0.22897003
MTB_feature_988	Indoles	-0.61398505	0.227617147
MTB_feature_1214	unclassified	0.728455794	0.227029907
k99_657586_2	unknown	0.204582703	0.226792434
k99_781961_1	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; s__Dialister sp. CAG:357	0.052716982	0.226366574
k99_3228187_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	-0.1243379	0.22542339
G001603945	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales bacterium Firm_03	-0.243971097	0.224780435
k99_6749493_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__[Eubacterium] eligens	-0.047854888	0.224129247
G900130065	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter;s__Sporobacter termitidis	-2.402080524	0.223001922
k99_6163282_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] torques	0.255489838	0.222670937
ASV_Feature_48	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	4.287538123	0.222395429
k99_752927_2	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Candidatus Stoquefichus; s__Candidatus Stoquefichus sp. KLE1796	0.508747113	0.222297603
G000315505	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella seminalis	-1.059569824	0.222063916
k99_5437070_2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium breve	-0.597017276	0.22168416
Q14002	Human	-0.014583337	0.22153532
G001042675	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Parascardovia;s__Parascardovia denticolens	-5.360198486	0.221494759
k99_6149666_1	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:424	0.161939633	0.221013883
G000687675	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae bacterium NC2008	-3.626795757	0.220842661
G001916225	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. CAG:62_40_43	2.26363672	0.220833102
G000615765	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus equi	-4.258497226	0.220712865
k99_3026741_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	-0.091016042	0.220220694
k99_293499_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes obesi	0.179001105	0.219693894
k99_2357583_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia massiliensis	-0.008991229	0.217911201
k99_8792170_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.261375439	0.217630046
k99_8025244_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] torques	0.374278557	0.217575589
G000434355	k__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__Firmicutes bacterium CAG:536	-2.175708282	0.217129299
k99_2120876_3	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium breve	-0.30731343	0.217094394
G001486665	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Fournierella;s__Fournierella massiliensis	1.910349739	0.216983521
G000612605	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;s__Pantoea septica	-2.141768444	0.216548124
k99_1839442_6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__Lachnospiraceae bacterium CAG:364	0.32190634	0.216431806
k99_8580815_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__[Eubacterium] hallii	0.1029935	0.216155367
k99_3212984_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia massiliensis	0.204366696	0.215832727
k99_5533240_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	-0.099736679	0.215144085
